Year,State,Energy Price
1996,PA,6.51
1996,RI,6.08
1996,SC,5.47
1996,SD,5.53
1996,TN,5.72
1996,TX,5.41
1996,US,6.16
1996,UT,5.67
1996,VA,5.67
1996,VT,5.61
1996,WA,5.44
1996,WI,5.96
1996,WV,5.69
1996,WY,5.62
1997,AK,4.75
1997,AL,5.25
1997,AR,5.32
1997,AZ,5.52
1997,CA,6.28
1997,CO,5.83
1997,CT,6.71
1997,DC,5.88
1997,DE,5.51
1997,FL,6.26
1997,GA,6.04
1997,HI,5.76
1997,IA,5.62
1997,ID,5.98
1997,IL,5.95
1997,IN,5.47
1997,KS,5.73
1997,KY,5.68
1997,LA,5.02
1997,MA,6.46
1997,MD,5.55
1997,ME,5.91
1997,MI,6.12
1997,MN,5.7
1997,MO,5.79
1997,MS,5.5
1997,MT,4.9
1997,NC,5.93
1997,ND,4.63
1997,NE,5.37
1997,NH,5.46
1997,NJ,5.9
1997,NM,5.26
1997,NV,5.21
1997,NY,6.26
1997,OH,6.15
1997,OK,5.41
1997,OR,5.25
1997,PA,6.75
1997,RI,5.85
1997,SC,5.5
1997,SD,5.53
1997,TN,5.72
1997,TX,5.1
1997,US,5.8
1997,UT,5.7
1997,VA,5.68
1997,VT,5.3
1997,WA,5.16
1997,WI,5.58
1997,WV,5.94
1997,WY,5.52
1998,AK,3.84
1998,AL,4.44
1998,AR,4.02
1998,AZ,5.08
1998,CA,5.99
1998,CO,4.73
1998,CT,6.17
1998,DC,4.29
1998,DE,4.05
1998,FL,5.1
1998,GA,5.1
1998,HI,5.26
1998,IA,4.62
1998,ID,4.76
1998,IL,5.14
1998,IN,5.03
1998,KS,4.63
1998,KY,4.94
1998,LA,3.36
1998,MA,6.17
1998,MD,4.8
1998,ME,4.92
1998,MI,5.79
1998,MN,4.37
1998,MO,5.46
1998,MS,3.98
1998,MT,4.63
1998,NC,4.95
1998,ND,4.05
1998,NE,4.31
1998,NH,4.61
1998,NJ,4.35
1998,NM,4.02
1998,NV,4.66
1998,NY,5.3
1998,OH,5.67
1998,OK,4.29
1998,OR,5.45
1998,PA,6.12
1998,RI,5.48
1998,SC,4.44
1998,SD,4.39
1998,TN,5.06
1998,TX,3.67
1998,US,4.64
1998,UT,4.7
1998,VA,4.88
1998,VT,4.68
1998,WA,4.54
1998,WI,5.32
1998,WV,4.92
1998,WY,4.36
1999,AK,4.49
1999,AL,5.07
1999,AR,4.51
1999,AZ,6.0
1999,CA,6.05
1999,CO,5.7
1999,CT,6.22
1999,DC,5.24
1999,DE,4.96
1999,FL,5.55
1999,GA,5.05
1999,HI,5.53
1999,IA,5.08
1999,ID,5.02
1999,IL,5.49
1999,IN,4.88
1999,KS,5.28
1999,KY,4.95
1999,LA,4.48
1999,MA,6.13
1999,MD,5.2
1999,ME,5.69
1999,MI,5.76
1999,MN,4.77
1999,MO,5.35
1999,MS,4.34
1999,MT,4.54
1999,NC,5.29
1999,ND,4.35
1999,NE,4.88
1999,NH,5.62
1999,NJ,4.81
1999,NM,4.25
1999,NV,5.32
1999,NY,5.43
1999,OH,5.97
1999,OK,4.96
1999,OR,5.34
1999,PA,5.72
1999,RI,6.33
1999,SC,4.72
1999,SD,4.86
1999,TN,5.36
1999,TX,4.58
1999,US,5.28
1999,UT,5.04
1999,VA,5.33
1999,VT,5.08
1999,WA,5.28
1999,WI,5.16
1999,WV,5.16
1999,WY,4.9
2000,AK,5.91
2000,AL,7.02
2000,AR,7.29
2000,AZ,8.24
2000,CA,8.21
2000,CO,6.94
2000,CT,9.1
2000,DC,7.94
2000,DE,7.1
2000,FL,7.69
2000,GA,7.24
2000,HI,8.05
2000,IA,8.0
2000,ID,7.82
2000,IL,7.75
2000,IN,7.0
2000,KS,7.82
2000,KY,6.81
2000,LA,7.02
2000,MA,9.07
2000,MD,7.71
2000,ME,8.02
2000,MI,8.75
2000,MN,7.24
2000,MO,7.73
2000,MS,7.18
2000,MT,6.4
2000,NC,7.4
2000,ND,6.92
2000,NE,6.76
2000,NH,7.84
2000,NJ,7.8
2000,NM,6.83
2000,NV,7.12
2000,NY,8.26
2000,OH,7.76
2000,OK,7.31
2000,OR,7.87
2000,PA,8.1
2000,RI,8.88
2000,SC,7.31
2000,SD,7.29
2000,TN,6.59
2000,TX,7.26
2000,US,7.66
2000,UT,6.79
2000,VA,7.58
2000,VT,7.44
2000,WA,7.43
2000,WI,7.5
2000,WV,7.21
2000,WY,6.63
2001,AK,5.65
2001,AL,6.94
2001,AR,6.92
2001,AZ,7.81
2001,CA,8.81
2001,CO,7.6
2001,CT,8.64
2001,DC,7.94
2001,DE,6.68
2001,FL,8.12
2001,GA,7.56
2001,HI,6.83
2001,IA,7.5
2001,ID,7.45
2001,IL,8.2
2001,IN,7.86
2001,KS,7.71
2001,KY,7.5
2001,LA,6.33
2001,MA,9.35
2001,MD,7.79
2001,ME,7.47
2001,MI,7.97
2001,MN,7.43
2001,MO,7.53
2001,MS,6.71
2001,MT,6.72
2001,NC,7.36
2001,ND,6.7
2001,NE,7.35
2001,NH,8.55
2001,NJ,7.26
2001,NM,6.31
2001,NV,7.82
2001,NY,8.24
2001,OH,7.96
2001,OK,7.55
2001,OR,7.77
2001,PA,8.67
2001,RI,9.55
2001,SC,7.02
2001,SD,7.21
2001,TN,7.55
2001,TX,6.27
2001,US,7.02
2001,UT,7.04
2001,VA,7.59
2001,VT,7.48
2001,WA,7.76
2001,WI,7.4
2001,WV,6.62
2001,WY,7.01
2002,AK,5.62
2002,AL,5.68
2002,AR,5.91
2002,AZ,7.69
2002,CA,7.17
2002,CO,7.05
2002,CT,8.55
2002,DC,7.42
2002,DE,6.48
2002,FL,6.95
2002,GA,6.93
2002,HI,6.6
2002,IA,6.81
2002,ID,6.96
2002,IL,7.27
2002,IN,6.74
2002,KS,6.67
2002,KY,6.33
2002,LA,5.65
2002,MA,8.55
2002,MD,7.0
2002,ME,7.44
2002,MI,7.73
2002,MN,6.68
2002,MO,7.2
2002,MS,5.68
2002,MT,5.24
2002,NC,6.39
2002,ND,5.73
2002,NE,6.13
2002,NH,7.99
2002,NJ,6.96
2002,NM,5.7
2002,NV,6.79
2002,NY,7.29
2002,OH,7.33
2002,OK,6.84
2002,OR,7.73
2002,PA,7.73
2002,RI,8.68
2002,SC,5.9
2002,SD,6.52
2002,TN,6.42
2002,TX,5.72
2002,US,6.68
2002,UT,6.51
2002,VA,7.11
2002,VT,7.02
2002,WA,7.32
2002,WI,6.75
2002,WV,6.26
2002,WY,6.18
2003,AK,6.63
2003,AL,7.78
2003,AR,7.56
2003,AZ,8.11
2003,CA,8.98
2003,CO,7.51
2003,CT,9.5
2003,DC,9.5
2003,DE,7.55
2003,FL,9.04
2003,GA,8.36
2003,HI,7.99
2003,IA,7.96
2003,ID,7.88
2003,IL,8.52
2003,IN,7.89
2003,KS,8.38
2003,KY,7.74
2003,LA,7.41
2003,MA,9.35
2003,MD,8.59
2003,ME,8.45
2003,MI,9.01
2003,MN,7.7
2003,MO,8.45
2003,MS,7.32
2003,MT,6.98
2003,NC,8.42
2003,ND,7.19
2003,NE,7.78
2003,NH,8.79
2003,NJ,8.41
2003,NM,7.18
2003,NV,7.84
2003,NY,8.82
2003,OH,9.14
2003,OK,8.13
2003,OR,8.3
2003,PA,9.31
2003,RI,9.45
2003,SC,7.74
2003,SD,7.59
2003,TN,8.3
2003,TX,7.32
2003,US,7.94
2003,UT,7.22
2003,VA,9.0
2003,VT,7.95
2003,WA,8.18
2003,WI,7.9
2003,WV,7.6
2003,WY,7.26
2004,AK,8.19
2004,AL,9.41
2004,AR,9.69
2004,AZ,10.69
2004,CA,10.48
2004,CO,9.49
2004,CT,10.99
2004,DC,10.8
2004,DE,9.62
2004,FL,9.66
2004,GA,10.15
2004,HI,10.5
2004,IA,10.03
2004,ID,9.88
2004,IL,10.5
2004,IN,8.8
2004,KS,10.02
2004,KY,8.98
2004,LA,9.76
2004,MA,11.13
2004,MD,10.24
2004,ME,9.68
2004,MI,10.5
2004,MN,9.43
2004,MO,9.81
2004,MS,9.18
2004,MT,8.92
2004,NC,9.36
2004,ND,8.77
2004,NE,9.27
2004,NH,10.16
2004,NJ,10.69
2004,NM,9.22
2004,NV,9.68
2004,NY,9.84
2004,OH,10.35
2004,OK,10.0
2004,OR,10.13
2004,PA,10.88
2004,RI,11.34
2004,SC,9.26
2004,SD,9.49
2004,TN,10.26
2004,TX,9.34
2004,US,9.93
2004,UT,9.25
2004,VA,9.9
2004,VT,9.36
2004,WA,10.18
2004,WI,9.18
2004,WV,9.42
2004,WY,9.49
2005,AK,9.66
2005,AL,13.07
2005,AR,13.34
2005,AZ,13.31
2005,CA,12.85
2005,CO,13.67
2005,CT,14.24
2005,DC,13.62
2005,DE,12.85
2005,FL,13.2
2005,GA,13.33
2005,HI,12.93
2005,IA,13.57
2005,ID,12.91
2005,IL,13.51
2005,IN,12.6
2005,KS,13.71
2005,KY,12.9
2005,LA,12.73
2005,MA,14.54
2005,MD,12.72
2005,ME,13.14
2005,MI,14.29
2005,MN,13.02
2005,MO,12.99
2005,MS,12.59
2005,MT,10.29
2005,NC,12.73
2005,ND,12.44
2005,NE,13.19
2005,NH,12.89
2005,NJ,13.61
2005,NM,12.76
2005,NV,13.06
2005,NY,13.47
2005,OH,13.6
2005,OK,13.13
2005,OR,12.83
2005,PA,13.48
2005,RI,14.02
2005,SC,13.24
2005,SD,12.45
2005,TN,12.95
2005,TX,12.75
2005,US,13.16
2005,UT,13.0
2005,VA,12.84
2005,VT,12.82
2005,WA,12.81
2005,WI,13.37
2005,WV,12.54
2005,WY,12.99
2006,AK,15.17
2006,AL,14.76
2006,AR,15.06
2006,AZ,16.27
2006,CA,15.04
2006,CO,14.94
2006,CT,15.98
2006,DC,15.19
2006,DE,14.73
2006,FL,14.64
2006,GA,14.47
2006,HI,17.71
2006,IA,14.92
2006,ID,13.73
2006,IL,14.84
2006,IN,14.51
2006,KS,15.24
2006,KY,14.4
2006,LA,14.96
2006,MA,16.38
2006,MD,15.44
2006,ME,14.92
2006,MI,16.66
2006,MN,14.7
2006,MO,15.01
2006,MS,14.27
2006,MT,11.44
2006,NC,14.6
2006,ND,12.97
2006,NE,14.7
2006,NH,14.92
2006,NJ,15.89
2006,NM,14.75
2006,NV,15.24
2006,NY,14.89
2006,OH,15.18
2006,OK,15.31
2006,OR,15.16
2006,PA,15.84
2006,RI,15.97
2006,SC,14.92
2006,SD,13.94
2006,TN,14.54
2006,TX,14.59
2006,US,14.8
2006,UT,14.99
2006,VA,14.73
2006,VT,14.92
2006,WA,14.96
2006,WI,15.03
2006,WV,14.06
2006,WY,14.55
2007,AK,16.35
2007,AL,15.36
2007,AR,15.66
2007,AZ,16.71
2007,CA,16.19
2007,CO,15.88
2007,CT,18.25
2007,DC,15.22
2007,DE,15.99
2007,FL,16.1
2007,GA,15.64
2007,HI,19.12
2007,IA,16.09
2007,ID,14.85
2007,IL,17.3
2007,IN,14.77
2007,KS,16.61
2007,KY,13.15
2007,LA,15.47
2007,MA,18.14
2007,MD,15.93
2007,ME,16.47
2007,MI,16.65
2007,MN,16.07
2007,MO,16.0
2007,MS,15.13
2007,MT,11.71
2007,NC,15.59
2007,ND,15.35
2007,NE,16.0
2007,NH,16.47
2007,NJ,16.56
2007,NM,15.51
2007,NV,16.38
2007,NY,16.46
2007,OH,15.93
2007,OK,15.87
2007,OR,16.27
2007,PA,17.04
2007,RI,18.11
2007,SC,15.75
2007,SD,14.92
2007,TN,15.98
2007,TX,15.79
2007,US,16.01
2007,UT,16.19
2007,VA,15.9
2007,VT,16.41
2007,WA,16.14
2007,WI,15.98
2007,WV,14.64
2007,WY,14.95
2008,AK,19.92
2008,AL,18.13
2008,AR,19.18
2008,AZ,20.5
2008,CA,22.24
2008,CO,18.63
2008,CT,23.71
2008,DC,16.56
2008,DE,20.26
2008,FL,22.43
2008,GA,19.47
2008,HI,25.12
2008,IA,18.05
2008,ID,16.5
2008,IL,19.87
2008,IN,17.08
2008,KS,19.34
2008,KY,15.97
2008,LA,19.87
2008,MA,23.06
2008,MD,21.57
2008,ME,20.35
2008,MI,19.71
2008,MN,18.28
2008,MO,18.28
2008,MS,19.22
2008,MT,14.42
2008,NC,20.14
2008,ND,16.38
2008,NE,18.5
2008,NH,21.23
2008,NJ,22.33
2008,NM,18.28
2008,NV,20.66
2008,NY,20.47
2008,OH,19.25
2008,OK,19.74
2008,OR,17.99
2008,PA,20.89
2008,RI,20.27
2008,SC,18.2
2008,SD,16.06
2008,TN,18.44
2008,TX,21.01
2008,US,21.44
2008,UT,18.28
2008,VA,20.93
2008,VT,20.75
2008,WA,18.28
2008,WI,18.38
2008,WV,16.52
2008,WY,16.73
2009,AK,13.37
2009,AL,14.55
2009,AR,13.85
2009,AZ,14.73
2009,CA,14.78
2009,CO,13.74
2009,CT,15.48
2009,DC,12.77
2009,DE,15.38
2009,FL,15.21
2009,GA,14.36
2009,HI,17.03
2009,IA,13.32
2009,ID,14.37
2009,IL,13.94
2009,IN,12.5
2009,KS,13.77
2009,KY,12.73
2009,LA,13.29
2009,MA,15.86
2009,MD,15.0
2009,ME,14.7
2009,MI,14.68
2009,MN,14.46
2009,MO,13.2
2009,MS,13.92
2009,MT,12.32
2009,NC,15.45
2009,ND,12.61
2009,NE,13.22
2009,NH,15.34
2009,NJ,14.9
2009,NM,14.5
2009,NV,14.13
2009,NY,14.35
2009,OH,14.18
2009,OK,14.13
2009,OR,14.49
2009,PA,15.12
2009,RI,15.71
2009,SC,12.74
2009,SD,14.15
2009,TN,14.36
2009,TX,13.7
2009,US,14.45
2009,UT,13.97
2009,VA,14.69
2009,VT,12.87
2009,WA,13.5
2009,WI,13.29
2009,WV,14.24
2009,WY,14.07
2010,AK,17.205
2010,AL,17.130000000000003
2010,AR,16.134999999999998
2010,AZ,18.65
2010,CA,21.13
2010,CO,17.475
2010,CT,19.549999999999997
2010,DC,13.985
2010,DE,18.775
2010,FL,18.4
2010,GA,17.835
2010,HI,20.995
2010,IA,16.24
2010,ID,16.87
2010,IL,17.13
2010,IN,16.575
2010,KS,17.56
2010,KY,16.34
2010,LA,15.93
2010,MA,19.535
2010,MD,18.369999999999997
2010,ME,16.445
2010,MI,18.28
2010,MN,17.0
2010,MO,16.33
2010,MS,16.975
2010,MT,14.06
2010,NC,18.935000000000002
2010,ND,16.655
2010,NE,16.875
2010,NH,18.53
2010,NJ,19.740000000000002
2010,NM,17.314999999999998
2010,NV,18.765
2010,NY,18.005000000000003
2010,OH,18.005
2010,OK,17.395
2010,OR,17.915
2010,PA,19.255
2010,RI,18.17
2010,SC,16.62
2010,SD,17.22
2010,TN,18.66
2010,TX,17.115000000000002
2010,US,18.345
2010,UT,17.59
2010,VA,18.259999999999998
2010,VT,16.435000000000002
2010,WA,17.83
2010,WI,16.825000000000003
2010,WV,17.3
2010,WY,16.605
2011,AK,22.805
2011,AL,22.380000000000003
2011,AR,21.325000000000003
2011,AZ,23.34
2011,CA,24.855
2011,CO,22.41
2011,CT,24.52
2011,DC,16.330000000000002
2011,DE,22.605
2011,FL,23.71
2011,GA,22.555
2011,HI,25.43
2011,IA,18.674999999999997
2011,ID,19.145000000000003
2011,IL,19.71
2011,IN,20.314999999999998
2011,KS,21.33
2011,KY,20.8
2011,LA,20.165
2011,MA,24.25
2011,MD,23.645
2011,ME,22.549999999999997
2011,MI,22.28
2011,MN,22.29
2011,MO,21.5
2011,MS,21.28
2011,MT,15.41
2011,NC,23.0
2011,ND,19.64
2011,NE,19.805
2011,NH,22.95
2011,NJ,24.19
2011,NM,22.685
2011,NV,22.76
2011,NY,22.77
2011,OH,21.085
2011,OK,21.885
2011,OR,22.72
2011,PA,22.72
2011,RI,22.95
2011,SC,21.86
2011,SD,20.705
2011,TN,22.57
2011,TX,20.95
2011,US,22.6
2011,UT,21.265
2011,VA,22.32
2011,VT,21.11
2011,WA,21.205
2011,WI,20.78
2011,WV,23.1
2011,WY,18.8
2012,AK,20.9
2012,AL,20.58
2012,AR,20.14
2012,AZ,21.950000000000003
2012,CA,23.28
2012,CO,21.08
2012,CT,23.71
2012,DC,17.259999999999998
2012,DE,22.285
2012,FL,23.23
2012,GA,21.955
2012,HI,25.07
2012,IA,16.91
2012,ID,19.61
2012,IL,17.409999999999997
2012,IN,18.21
2012,KS,18.634999999999998
2012,KY,17.99
2012,LA,17.5
2012,MA,23.405
2012,MD,23.03
2012,ME,22.05
2012,MI,20.845
2012,MN,18.255000000000003
2012,MO,18.01
2012,MS,21.225
2012,MT,16.740000000000002
2012,NC,22.96
2012,ND,17.12
2012,NE,16.705
2012,NH,22.82
2012,NJ,23.04
2012,NM,19.66
2012,NV,21.93
2012,NY,21.755
2012,OH,20.22
2012,OK,18.95
2012,OR,21.72
2012,PA,23.1
2012,RI,23.490000000000002
2012,SC,20.314999999999998
2012,SD,17.689999999999998
2012,TN,20.87
2012,TX,18.895
2012,US,20.41
2012,UT,20.955
2012,VA,21.950000000000003
2012,VT,21.494999999999997
2012,WA,20.49
2012,WI,17.5
2012,WV,21.205
2012,WY,18.655
2013,AK,20.705
2013,AL,20.15
2013,AR,20.66
2013,AZ,22.17
2013,CA,22.835
2013,CO,21.32
2013,CT,22.59
2013,DC,15.51
2013,DE,21.535
2013,FL,22.37
2013,GA,21.91
2013,HI,22.9
2013,IA,16.855
2013,ID,20.155
2013,IL,17.925
2013,IN,18.53
2013,KS,18.575
2013,KY,19.299999999999997
2013,LA,17.775
2013,MA,22.805
2013,MD,22.18
2013,ME,20.439999999999998
2013,MI,20.29
2013,MN,18.55
2013,MO,18.49
2013,MS,21.384999999999998
2013,MT,16.76
2013,NC,22.3
2013,ND,17.53
2013,NE,17.69
2013,NH,22.15
2013,NJ,22.1
2013,NM,21.61
2013,NV,21.375
2013,NY,21.615000000000002
2013,OH,19.92
2013,OK,19.32
2013,OR,21.97
2013,PA,22.1
2013,RI,22.05
2013,SC,21.445
2013,SD,17.65
2013,TN,21.7
2013,TX,18.29
2013,US,19.98
2013,UT,21.3
2013,VA,21.52
2013,VT,21.585
2013,WA,21.12
2013,WI,17.73
2013,WV,20.72
2013,WY,19.27
2014,AK,20.73
2014,AL,19.605
2014,AR,20.03
2014,AZ,21.89
2014,CA,23.32
2014,CO,20.94
2014,CT,22.79
2014,DC,15.93
2014,DE,20.925
2014,FL,22.43
2014,GA,21.634999999999998
2014,HI,22.8
2014,IA,17.905
2014,ID,20.869999999999997
2014,IL,20.08
2014,IN,20.375
2014,KS,20.59
2014,KY,18.0
2014,LA,17.869999999999997
2014,MA,23.665
2014,MD,22.65
2014,ME,20.36
2014,MI,20.17
2014,MN,20.35
2014,MO,20.355
2014,MS,19.84
2014,MT,16.34
2014,NC,22.1
2014,ND,18.085
2014,NE,20.1
2014,NH,22.255000000000003
2014,NJ,22.95
2014,NM,20.17
2014,NV,20.99
2014,NY,21.6
2014,OH,20.525
2014,OK,19.93
2014,OR,20.91
2014,PA,22.57
2014,RI,21.22
2014,SC,21.72
2014,SD,20.625
2014,TN,20.59
2014,TX,18.494999999999997
2014,US,20.689999999999998
2014,UT,21.3
2014,VA,21.58
2014,VT,21.44
2014,WA,20.735
2014,WI,20.130000000000003
2014,WV,20.96
2014,WY,20.240000000000002
2015,AK,13.45
2015,AL,12.66
2015,AR,13.21
2015,AZ,14.945
2015,CA,14.89
2015,CO,13.6
2015,CT,15.545
2015,DC,12.65
2015,DE,13.559999999999999
2015,FL,15.469999999999999
2015,GA,15.11
2015,HI,14.72
2015,IA,11.88
2015,ID,13.93
2015,IL,13.305
2015,IN,13.53
2015,KS,12.739999999999998
2015,KY,11.88
2015,LA,11.565000000000001
2015,MA,15.585
2015,MD,14.219999999999999
2015,ME,14.165
2015,MI,13.07
2015,MN,13.285
2015,MO,12.88
2015,MS,12.7
2015,MT,11.72
2015,NC,14.105
2015,ND,11.685
2015,NE,12.18
2015,NH,14.675
2015,NJ,14.655000000000001
2015,NM,14.65
2015,NV,15.0
2015,NY,14.625
2015,OH,14.27
2015,OK,13.57
2015,OR,13.99
2015,PA,14.719999999999999
2015,RI,15.780000000000001
2015,SC,13.71
2015,SD,12.665
2015,TN,12.78
2015,TX,11.86
2015,US,13.04
2015,UT,14.43
2015,VA,14.425
2015,VT,15.024999999999999
2015,WA,13.02
2015,WI,13.5
2015,WV,13.879999999999999
2015,WY,13.435
2016,AK,11.969999999999999
2016,AL,11.39
2016,AR,11.46
2016,AZ,13.16
2016,CA,13.315000000000001
2016,CO,10.93
2016,CT,12.940000000000001
2016,DC,9.93
2016,DE,11.26
2016,FL,12.98
2016,GA,12.665
2016,HI,12.870000000000001
2016,IA,10.13
2016,ID,11.195
2016,IL,11.05
2016,IN,10.94
2016,KS,10.965
2016,KY,10.415
2016,LA,9.35
2016,MA,13.55
2016,MD,12.325
2016,ME,11.625
2016,MI,10.879999999999999
2016,MN,11.34
2016,MO,11.355
2016,MS,11.72
2016,MT,9.88
2016,NC,12.375
2016,ND,9.46
2016,NE,11.02
2016,NH,12.74
2016,NJ,12.93
2016,NM,11.83
2016,NV,12.915
2016,NY,12.285
2016,OH,12.045
2016,OK,11.4
2016,OR,12.28
2016,PA,12.945
2016,RI,13.18
2016,SC,12.05
2016,SD,11.03
2016,TN,10.61
2016,TX,10.280000000000001
2016,US,11.185
2016,UT,11.75
2016,VA,12.29
2016,VT,13.1
2016,WA,12.42
2016,WI,11.575
2016,WV,11.805
2016,WY,10.82
2017,AK,15.445
2017,AL,13.86
2017,AR,13.61
2017,AZ,16.240000000000002
2017,CA,17.11
2017,CO,14.745000000000001
2017,CT,15.795
2017,DC,10.215
2017,DE,13.370000000000001
2017,FL,15.870000000000001
2017,GA,14.79
2017,HI,15.515
2017,IA,12.835
2017,ID,14.32
2017,IL,13.605
2017,IN,13.96
2017,KS,13.74
2017,KY,12.23
2017,LA,11.64
2017,MA,16.46
2017,MD,15.25
2017,ME,13.515
2017,MI,13.805
2017,MN,14.120000000000001
2017,MO,13.87
2017,MS,13.535
2017,MT,11.74
2017,NC,15.690000000000001
2017,ND,12.1
2017,NE,13.705
2017,NH,14.94
2017,NJ,16.46
2017,NM,14.594999999999999
2017,NV,15.305
2017,NY,14.66
2017,OH,14.370000000000001
2017,OK,13.9
2017,OR,15.565
2017,PA,16.515
2017,RI,14.684999999999999
2017,SC,14.594999999999999
2017,SD,13.73
2017,TN,14.06
2017,TX,12.39
2017,US,13.465
2017,UT,15.094999999999999
2017,VA,14.89
2017,VT,15.114999999999998
2017,WA,16.310000000000002
2017,WI,13.715
2017,WV,14.625
2017,WY,14.15
